exporter,importer,quarter,trade_value_eur,months_observed,monthly_periods,source_identifiers,source_release_dates,retrieved_at,is_complete_quarter,trade_log1p
DEU,MLT,2014Q3,127723187.0,3,2014-07|2014-08|2014-09,eurostat_comext_total_exports_2010_2019_2026_07_16,2026-07-16,2026-07-18T13:38:03.123552+00:00,True,18.665375886351203
DEU,NLD,2014Q3,18020023883.0,3,2014-07|2014-08|2014-09,eurostat_comext_total_exports_2010_2019_2026_07_16,2026-07-16,2026-07-18T13:38:03.123552+00:00,True,23.61474941454193
DNK,AUT,2014Q3,150444151.0,3,2014-07|2014-08|2014-09,eurostat_comext_total_exports_2010_2019_2026_07_16,2026-07-16,2026-07-18T13:38:03.123552+00:00,True,18.829102490228372
DNK,BEL,2014Q3,312889501.0,3,2014-07|2014-08|2014-09,eurostat_comext_total_exports_2010_2019_2026_07_16,2026-07-16,2026-07-18T13:38:03.123552+00:00,True,19.561360657421112
DNK,BGR,2014Q3,26961241.0,3,2014-07|2014-08|2014-09,eurostat_comext_total_exports_2010_2019_2026_07_16,2026-07-16,2026-07-18T13:38:03.123552+00:00,True,17.10991091119653
DNK,CYP,2014Q3,9795123.0,3,2014-07|2014-08|2014-09,eurostat_comext_total_exports_2010_2019_2026_07_16,2026-07-16,2026-07-18T13:38:03.123552+00:00,True,16.09739526880081
DNK,CZE,2014Q3,205544729.0,3,2014-07|2014-08|2014-09,eurostat_comext_total_exports_2010_2019_2026_07_16,2026-07-16,2026-07-18T13:38:03.123552+00:00,True,19.14117423244872
DNK,DEU,2014Q3,3923410111.0,3,2014-07|2014-08|2014-09,eurostat_comext_total_exports_2010_2019_2026_07_16,2026-07-16,2026-07-18T13:38:03.123552+00:00,True,22.090227039112612
DNK,EST,2014Q3,48579298.0,3,2014-07|2014-08|2014-09,eurostat_comext_total_exports_2010_2019_2026_07_16,2026-07-16,2026-07-18T13:38:03.123552+00:00,True,17.698708051627687
DNK,FIN,2014Q3,578522308.0,3,2014-07|2014-08|2014-09,eurostat_comext_total_exports_2010_2019_2026_07_16,2026-07-16,2026-07-18T13:38:03.123552+00:00,True,20.175987667380813
DNK,FRA,2014Q3,808755031.0,3,2014-07|2014-08|2014-09,eurostat_comext_total_exports_2010_2019_2026_07_16,2026-07-16,2026-07-18T13:38:03.123552+00:00,True,20.511006625707477
DNK,GRC,2014Q3,88395390.0,3,2014-07|2014-08|2014-09,eurostat_comext_total_exports_2010_2019_2026_07_16,2026-07-16,2026-07-18T13:38:03.123552+00:00,True,18.29733038823959
DNK,HRV,2014Q3,18983551.0,3,2014-07|2014-08|2014-09,eurostat_comext_total_exports_2010_2019_2026_07_16,2026-07-16,2026-07-18T13:38:03.123552+00:00,True,16.75908347799922
DNK,HUN,2014Q3,153275052.0,3,2014-07|2014-08|2014-09,eurostat_comext_total_exports_2010_2019_2026_07_16,2026-07-16,2026-07-18T13:38:03.123552+00:00,True,18.847744597396687
DNK,IRL,2014Q3,122246149.0,3,2014-07|2014-08|2014-09,eurostat_comext_total_exports_2010_2019_2026_07_16,2026-07-16,2026-07-18T13:38:03.123552+00:00,True,18.62154719298081
DNK,ITA,2014Q3,516700079.0,3,2014-07|2014-08|2014-09,eurostat_comext_total_exports_2010_2019_2026_07_16,2026-07-16,2026-07-18T13:38:03.123552+00:00,True,20.062973148086122
DNK,LTU,2014Q3,82450203.0,3,2014-07|2014-08|2014-09,eurostat_comext_total_exports_2010_2019_2026_07_16,2026-07-16,2026-07-18T13:38:03.123552+00:00,True,18.227705081193626
DNK,LUX,2014Q3,10762077.0,3,2014-07|2014-08|2014-09,eurostat_comext_total_exports_2010_2019_2026_07_16,2026-07-16,2026-07-18T13:38:03.123552+00:00,True,16.19153921672871
DNK,LVA,2014Q3,64033918.0,3,2014-07|2014-08|2014-09,eurostat_comext_total_exports_2010_2019_2026_07_16,2026-07-16,2026-07-18T13:38:03.123552+00:00,True,17.974923485306828
DNK,MLT,2014Q3,7413942.0,3,2014-07|2014-08|2014-09,eurostat_comext_total_exports_2010_2019_2026_07_16,2026-07-16,2026-07-18T13:38:03.123552+00:00,True,15.818872974505721
DNK,NLD,2014Q3,882144186.0,3,2014-07|2014-08|2014-09,eurostat_comext_total_exports_2010_2019_2026_07_16,2026-07-16,2026-07-18T13:38:03.123552+00:00,True,20.597866077934366
EST,AUT,2014Q3,9224786.0,3,2014-07|2014-08|2014-09,eurostat_comext_total_exports_2010_2019_2026_07_16,2026-07-16,2026-07-18T13:38:03.123552+00:00,True,16.037404658193406
EST,BEL,2014Q3,59603239.0,3,2014-07|2014-08|2014-09,eurostat_comext_total_exports_2010_2019_2026_07_16,2026-07-16,2026-07-18T13:38:03.123552+00:00,True,17.903220492974103
EST,BGR,2014Q3,12029472.0,3,2014-07|2014-08|2014-09,eurostat_comext_total_exports_2010_2019_2026_07_16,2026-07-16,2026-07-18T13:38:03.123552+00:00,True,16.302870279842505
EST,CYP,2014Q3,3948550.0,3,2014-07|2014-08|2014-09,eurostat_comext_total_exports_2010_2019_2026_07_16,2026-07-16,2026-07-18T13:38:03.123552+00:00,True,15.188859234133686
EST,CZE,2014Q3,9647102.0,3,2014-07|2014-08|2014-09,eurostat_comext_total_exports_2010_2019_2026_07_16,2026-07-16,2026-07-18T13:38:03.123552+00:00,True,16.082168220990063
EST,DEU,2014Q3,144985117.0,3,2014-07|2014-08|2014-09,eurostat_comext_total_exports_2010_2019_2026_07_16,2026-07-16,2026-07-18T13:38:03.123552+00:00,True,18.79214166063481
EST,DNK,2014Q3,69406122.0,3,2014-07|2014-08|2014-09,eurostat_comext_total_exports_2010_2019_2026_07_16,2026-07-16,2026-07-18T13:38:03.123552+00:00,True,18.055485649250908
EST,FIN,2014Q3,466918869.0,3,2014-07|2014-08|2014-09,eurostat_comext_total_exports_2010_2019_2026_07_16,2026-07-16,2026-07-18T13:38:03.123552+00:00,True,19.96166607463101
EST,FRA,2014Q3,47780748.0,3,2014-07|2014-08|2014-09,eurostat_comext_total_exports_2010_2019_2026_07_16,2026-07-16,2026-07-18T13:38:03.123552+00:00,True,17.682133375754137
EST,GRC,2014Q3,2237510.0,3,2014-07|2014-08|2014-09,eurostat_comext_total_exports_2010_2019_2026_07_16,2026-07-16,2026-07-18T13:38:03.123552+00:00,True,14.62087464532018
EST,HRV,2014Q3,510963.0,3,2014-07|2014-08|2014-09,eurostat_comext_total_exports_2010_2019_2026_07_16,2026-07-16,2026-07-18T13:38:03.123552+00:00,True,13.14405441660627
EST,HUN,2014Q3,9861299.0,3,2014-07|2014-08|2014-09,eurostat_comext_total_exports_2010_2019_2026_07_16,2026-07-16,2026-07-18T13:38:03.123552+00:00,True,16.104128563729706
EST,IRL,2014Q3,5396369.0,3,2014-07|2014-08|2014-09,eurostat_comext_total_exports_2010_2019_2026_07_16,2026-07-16,2026-07-18T13:38:03.123552+00:00,True,15.501237063269617
EST,ITA,2014Q3,28046361.0,3,2014-07|2014-08|2014-09,eurostat_comext_total_exports_2010_2019_2026_07_16,2026-07-16,2026-07-18T13:38:03.123552+00:00,True,17.149369484551904
EST,LTU,2014Q3,164742226.0,3,2014-07|2014-08|2014-09,eurostat_comext_total_exports_2010_2019_2026_07_16,2026-07-16,2026-07-18T13:38:03.123552+00:00,True,18.91989254965722
EST,LUX,2014Q3,6063584.0,3,2014-07|2014-08|2014-09,eurostat_comext_total_exports_2010_2019_2026_07_16,2026-07-16,2026-07-18T13:38:03.123552+00:00,True,15.617811767286987
EST,LVA,2014Q3,350818758.0,3,2014-07|2014-08|2014-09,eurostat_comext_total_exports_2010_2019_2026_07_16,2026-07-16,2026-07-18T13:38:03.123552+00:00,True,19.67578029194705
EST,MLT,2014Q3,1218597.0,3,2014-07|2014-08|2014-09,eurostat_comext_total_exports_2010_2019_2026_07_16,2026-07-16,2026-07-18T13:38:03.123552+00:00,True,14.013211575567546
EST,NLD,2014Q3,69567567.0,3,2014-07|2014-08|2014-09,eurostat_comext_total_exports_2010_2019_2026_07_16,2026-07-16,2026-07-18T13:38:03.123552+00:00,True,18.057809039692128
FIN,AUT,2014Q3,93486047.0,3,2014-07|2014-08|2014-09,eurostat_comext_total_exports_2010_2019_2026_07_16,2026-07-16,2026-07-18T13:38:03.123552+00:00,True,18.35332276387328
FIN,BEL,2014Q3,468715891.0,3,2014-07|2014-08|2014-09,eurostat_comext_total_exports_2010_2019_2026_07_16,2026-07-16,2026-07-18T13:38:03.123552+00:00,True,19.965507368868153
FIN,BGR,2014Q3,11566425.0,3,2014-07|2014-08|2014-09,eurostat_comext_total_exports_2010_2019_2026_07_16,2026-07-16,2026-07-18T13:38:03.123552+00:00,True,16.263617149116083
FIN,CYP,2014Q3,3314636.0,3,2014-07|2014-08|2014-09,eurostat_comext_total_exports_2010_2019_2026_07_16,2026-07-16,2026-07-18T13:38:03.123552+00:00,True,15.013858673343845
FIN,CZE,2014Q3,68497185.0,3,2014-07|2014-08|2014-09,eurostat_comext_total_exports_2010_2019_2026_07_16,2026-07-16,2026-07-18T13:38:03.123552+00:00,True,18.042303222096663
FIN,DEU,2014Q3,1574687562.0,3,2014-07|2014-08|2014-09,eurostat_comext_total_exports_2010_2019_2026_07_16,2026-07-16,2026-07-18T13:38:03.123552+00:00,True,21.17732271684713
FIN,DNK,2014Q3,209520020.0,3,2014-07|2014-08|2014-09,eurostat_comext_total_exports_2010_2019_2026_07_16,2026-07-16,2026-07-18T13:38:03.123552+00:00,True,19.16032985839282
FIN,EST,2014Q3,439513426.0,3,2014-07|2014-08|2014-09,eurostat_comext_total_exports_2010_2019_2026_07_16,2026-07-16,2026-07-18T13:38:03.123552+00:00,True,19.901178825248557
FIN,FRA,2014Q3,357049420.0,3,2014-07|2014-08|2014-09,eurostat_comext_total_exports_2010_2019_2026_07_16,2026-07-16,2026-07-18T13:38:03.123552+00:00,True,19.693384764336457
FIN,GRC,2014Q3,28819189.0,3,2014-07|2014-08|2014-09,eurostat_comext_total_exports_2010_2019_2026_07_16,2026-07-16,2026-07-18T13:38:03.123552+00:00,True,17.17655204265838
FIN,HRV,2014Q3,7296069.0,3,2014-07|2014-08|2014-09,eurostat_comext_total_exports_2010_2019_2026_07_16,2026-07-16,2026-07-18T13:38:03.123552+00:00,True,15.802846404988525
FIN,HUN,2014Q3,55437973.0,3,2014-07|2014-08|2014-09,eurostat_comext_total_exports_2010_2019_2026_07_16,2026-07-16,2026-07-18T13:38:03.123552+00:00,True,17.83077536816663
FIN,IRL,2014Q3,22701936.0,3,2014-07|2014-08|2014-09,eurostat_comext_total_exports_2010_2019_2026_07_16,2026-07-16,2026-07-18T13:38:03.123552+00:00,True,16.937960809207677
FIN,ITA,2014Q3,298722549.0,3,2014-07|2014-08|2014-09,eurostat_comext_total_exports_2010_2019_2026_07_16,2026-07-16,2026-07-18T13:38:03.123552+00:00,True,19.515025774143318
FIN,LTU,2014Q3,102069698.0,3,2014-07|2014-08|2014-09,eurostat_comext_total_exports_2010_2019_2026_07_16,2026-07-16,2026-07-18T13:38:03.123552+00:00,True,18.441166461418735
FIN,LUX,2014Q3,4743306.0,3,2014-07|2014-08|2014-09,eurostat_comext_total_exports_2010_2019_2026_07_16,2026-07-16,2026-07-18T13:38:03.123552+00:00,True,15.372245129731075
FIN,LVA,2014Q3,199452371.0,3,2014-07|2014-08|2014-09,eurostat_comext_total_exports_2010_2019_2026_07_16,2026-07-16,2026-07-18T13:38:03.123552+00:00,True,19.11108602894991
FIN,MLT,2014Q3,11245138.0,3,2014-07|2014-08|2014-09,eurostat_comext_total_exports_2010_2019_2026_07_16,2026-07-16,2026-07-18T13:38:03.123552+00:00,True,16.235446504348513
FIN,NLD,2014Q3,882316678.0,3,2014-07|2014-08|2014-09,eurostat_comext_total_exports_2010_2019_2026_07_16,2026-07-16,2026-07-18T13:38:03.123552+00:00,True,20.59806159601456
FRA,AUT,2014Q3,907051629.0,3,2014-07|2014-08|2014-09,eurostat_comext_total_exports_2010_2019_2026_07_16,2026-07-16,2026-07-18T13:38:03.123552+00:00,True,20.625709930384332
FRA,BEL,2014Q3,8003172301.0,3,2014-07|2014-08|2014-09,eurostat_comext_total_exports_2010_2019_2026_07_16,2026-07-16,2026-07-18T13:38:03.123552+00:00,True,22.803103837775932
FRA,BGR,2014Q3,181491688.0,3,2014-07|2014-08|2014-09,eurostat_comext_total_exports_2010_2019_2026_07_16,2026-07-16,2026-07-18T13:38:03.123552+00:00,True,19.01672041998715
FRA,CYP,2014Q3,126607733.0,3,2014-07|2014-08|2014-09,eurostat_comext_total_exports_2010_2019_2026_07_16,2026-07-16,2026-07-18T13:38:03.123552+00:00,True,18.656604155855824
FRA,CZE,2014Q3,872312419.0,3,2014-07|2014-08|2014-09,eurostat_comext_total_exports_2010_2019_2026_07_16,2026-07-16,2026-07-18T13:38:03.123552+00:00,True,20.58665819752288
FRA,DEU,2014Q3,16584201489.0,3,2014-07|2014-08|2014-09,eurostat_comext_total_exports_2010_2019_2026_07_16,2026-07-16,2026-07-18T13:38:03.123552+00:00,True,23.53171636166841
FRA,DNK,2014Q3,609012478.0,3,2014-07|2014-08|2014-09,eurostat_comext_total_exports_2010_2019_2026_07_16,2026-07-16,2026-07-18T13:38:03.123552+00:00,True,20.227349316433035
FRA,EST,2014Q3,68217189.0,3,2014-07|2014-08|2014-09,eurostat_comext_total_exports_2010_2019_2026_07_16,2026-07-16,2026-07-18T13:38:03.123552+00:00,True,18.038207143839646
FRA,FIN,2014Q3,358909006.0,3,2014-07|2014-08|2014-09,eurostat_comext_total_exports_2010_2019_2026_07_16,2026-07-16,2026-07-18T13:38:03.123552+00:00,True,19.698579451929987
FRA,GRC,2014Q3,524565518.0,3,2014-07|2014-08|2014-09,eurostat_comext_total_exports_2010_2019_2026_07_16,2026-07-16,2026-07-18T13:38:03.123552+00:00,True,20.07808089506301
FRA,HRV,2014Q3,74303299.0,3,2014-07|2014-08|2014-09,eurostat_comext_total_exports_2010_2019_2026_07_16,2026-07-16,2026-07-18T13:38:03.123552+00:00,True,18.123665923237358
FRA,HUN,2014Q3,760492378.0,3,2014-07|2014-08|2014-09,eurostat_comext_total_exports_2010_2019_2026_07_16,2026-07-16,2026-07-18T13:38:03.123552+00:00,True,20.44947664857462
FRA,IRL,2014Q3,571296567.0,3,2014-07|2014-08|2014-09,eurostat_comext_total_exports_2010_2019_2026_07_16,2026-07-16,2026-07-18T13:38:03.123552+00:00,True,20.163419016324994
FRA,ITA,2014Q3,7448202061.0,3,2014-07|2014-08|2014-09,eurostat_comext_total_exports_2010_2019_2026_07_16,2026-07-16,2026-07-18T13:38:03.123552+00:00,True,22.73123850625242
FRA,LTU,2014Q3,122346403.0,3,2014-07|2014-08|2014-09,eurostat_comext_total_exports_2010_2019_2026_07_16,2026-07-16,2026-07-18T13:38:03.123552+00:00,True,18.622366956329895
FRA,LUX,2014Q3,591342069.0,3,2014-07|2014-08|2014-09,eurostat_comext_total_exports_2010_2019_2026_07_16,2026-07-16,2026-07-18T13:38:03.123552+00:00,True,20.197905206577403
FRA,LVA,2014Q3,78149538.0,3,2014-07|2014-08|2014-09,eurostat_comext_total_exports_2010_2019_2026_07_16,2026-07-16,2026-07-18T13:38:03.123552+00:00,True,18.174134715902014
FRA,MLT,2014Q3,73377116.0,3,2014-07|2014-08|2014-09,eurostat_comext_total_exports_2010_2019_2026_07_16,2026-07-16,2026-07-18T13:38:03.123552+00:00,True,18.111122687485086
FRA,NLD,2014Q3,4155535735.0,3,2014-07|2014-08|2014-09,eurostat_comext_total_exports_2010_2019_2026_07_16,2026-07-16,2026-07-18T13:38:03.123552+00:00,True,22.14770719460754
GRC,AUT,2014Q3,43240731.0,3,2014-07|2014-08|2014-09,eurostat_comext_total_exports_2010_2019_2026_07_16,2026-07-16,2026-07-18T13:38:03.123552+00:00,True,17.58229347936165
GRC,BEL,2014Q3,89651573.0,3,2014-07|2014-08|2014-09,eurostat_comext_total_exports_2010_2019_2026_07_16,2026-07-16,2026-07-18T13:38:03.123552+00:00,True,18.311441315028052
GRC,BGR,2014Q3,363868932.0,3,2014-07|2014-08|2014-09,eurostat_comext_total_exports_2010_2019_2026_07_16,2026-07-16,2026-07-18T13:38:03.123552+00:00,True,19.712304286582917
GRC,CYP,2014Q3,333584667.0,3,2014-07|2014-08|2014-09,eurostat_comext_total_exports_2010_2019_2026_07_16,2026-07-16,2026-07-18T13:38:03.123552+00:00,True,19.625407268160092
GRC,CZE,2014Q3,44055516.0,3,2014-07|2014-08|2014-09,eurostat_comext_total_exports_2010_2019_2026_07_16,2026-07-16,2026-07-18T13:38:03.123552+00:00,True,17.600961146544947
GRC,DEU,2014Q3,445800581.0,3,2014-07|2014-08|2014-09,eurostat_comext_total_exports_2010_2019_2026_07_16,2026-07-16,2026-07-18T13:38:03.123552+00:00,True,19.91538228443336
GRC,DNK,2014Q3,22855337.0,3,2014-07|2014-08|2014-09,eurostat_comext_total_exports_2010_2019_2026_07_16,2026-07-16,2026-07-18T13:38:03.123552+00:00,True,16.944695258525087
GRC,EST,2014Q3,3197894.0,3,2014-07|2014-08|2014-09,eurostat_comext_total_exports_2010_2019_2026_07_16,2026-07-16,2026-07-18T13:38:03.123552+00:00,True,14.978003338816384
GRC,FIN,2014Q3,31816658.0,3,2014-07|2014-08|2014-09,eurostat_comext_total_exports_2010_2019_2026_07_16,2026-07-16,2026-07-18T13:38:03.123552+00:00,True,17.275500578504037
GRC,FRA,2014Q3,142944561.0,3,2014-07|2014-08|2014-09,eurostat_comext_total_exports_2010_2019_2026_07_16,2026-07-16,2026-07-18T13:38:03.123552+00:00,True,18.777967434735835
GRC,HRV,2014Q3,12781704.0,3,2014-07|2014-08|2014-09,eurostat_comext_total_exports_2010_2019_2026_07_16,2026-07-16,2026-07-18T13:38:03.123552+00:00,True,16.363525409595724
GRC,HUN,2014Q3,22506660.0,3,2014-07|2014-08|2014-09,eurostat_comext_total_exports_2010_2019_2026_07_16,2026-07-16,2026-07-18T13:38:03.123552+00:00,True,16.929321867806582
GRC,IRL,2014Q3,7416041.0,3,2014-07|2014-08|2014-09,eurostat_comext_total_exports_2010_2019_2026_07_16,2026-07-16,2026-07-18T13:38:03.123552+00:00,True,15.819156049642212
GRC,ITA,2014Q3,562081388.0,3,2014-07|2014-08|2014-09,eurostat_comext_total_exports_2010_2019_2026_07_16,2026-07-16,2026-07-18T13:38:03.123552+00:00,True,20.147157217657217
GRC,LTU,2014Q3,8427195.0,3,2014-07|2014-08|2014-09,eurostat_comext_total_exports_2010_2019_2026_07_16,2026-07-16,2026-07-18T13:38:03.123552+00:00,True,15.946974653057646
GRC,LUX,2014Q3,1494730.0,3,2014-07|2014-08|2014-09,eurostat_comext_total_exports_2010_2019_2026_07_16,2026-07-16,2026-07-18T13:38:03.123552+00:00,True,14.217456815506651
GRC,LVA,2014Q3,3425380.0,3,2014-07|2014-08|2014-09,eurostat_comext_total_exports_2010_2019_2026_07_16,2026-07-16,2026-07-18T13:38:03.123552+00:00,True,15.046723264367568
GRC,MLT,2014Q3,44383939.0,3,2014-07|2014-08|2014-09,eurostat_comext_total_exports_2010_2019_2026_07_16,2026-07-16,2026-07-18T13:38:03.123552+00:00,True,17.60838825025728
GRC,NLD,2014Q3,111700846.0,3,2014-07|2014-08|2014-09,eurostat_comext_total_exports_2010_2019_2026_07_16,2026-07-16,2026-07-18T13:38:03.123552+00:00,True,18.531334846821782
HRV,AUT,2014Q3,161459625.0,3,2014-07|2014-08|2014-09,eurostat_comext_total_exports_2010_2019_2026_07_16,2026-07-16,2026-07-18T13:38:03.123552+00:00,True,18.899765675565273
HRV,BEL,2014Q3,28492322.0,3,2014-07|2014-08|2014-09,eurostat_comext_total_exports_2010_2019_2026_07_16,2026-07-16,2026-07-18T13:38:03.123552+00:00,True,17.165145240531636
HRV,BGR,2014Q3,14646203.0,3,2014-07|2014-08|2014-09,eurostat_comext_total_exports_2010_2019_2026_07_16,2026-07-16,2026-07-18T13:38:03.123552+00:00,True,16.49969174722389
HRV,CYP,2014Q3,2819123.0,3,2014-07|2014-08|2014-09,eurostat_comext_total_exports_2010_2019_2026_07_16,2026-07-16,2026-07-18T13:38:03.123552+00:00,True,14.851936756358354
HRV,CZE,2014Q3,43994815.0,3,2014-07|2014-08|2014-09,eurostat_comext_total_exports_2010_2019_2026_07_16,2026-07-16,2026-07-18T13:38:03.123552+00:00,True,17.59958236675961
HRV,DEU,2014Q3,283198185.0,3,2014-07|2014-08|2014-09,eurostat_comext_total_exports_2010_2019_2026_07_16,2026-07-16,2026-07-18T13:38:03.123552+00:00,True,19.461657514396094
HRV,DNK,2014Q3,9028382.0,3,2014-07|2014-08|2014-09,eurostat_comext_total_exports_2010_2019_2026_07_16,2026-07-16,2026-07-18T13:38:03.123552+00:00,True,16.01588383959082
HRV,EST,2014Q3,1650193.0,3,2014-07|2014-08|2014-09,eurostat_comext_total_exports_2010_2019_2026_07_16,2026-07-16,2026-07-18T13:38:03.123552+00:00,True,14.316403414722851
HRV,FIN,2014Q3,11542779.0,3,2014-07|2014-08|2014-09,eurostat_comext_total_exports_2010_2019_2026_07_16,2026-07-16,2026-07-18T13:38:03.123552+00:00,True,16.26157069124536
HRV,FRA,2014Q3,50518859.0,3,2014-07|2014-08|2014-09,eurostat_comext_total_exports_2010_2019_2026_07_16,2026-07-16,2026-07-18T13:38:03.123552+00:00,True,17.7378572898713
HRV,GRC,2014Q3,8725615.0,3,2014-07|2014-08|2014-09,eurostat_comext_total_exports_2010_2019_2026_07_16,2026-07-16,2026-07-18T13:38:03.123552+00:00,True,15.981773625279779
HRV,HUN,2014Q3,111702384.0,3,2014-07|2014-08|2014-09,eurostat_comext_total_exports_2010_2019_2026_07_16,2026-07-16,2026-07-18T13:38:03.123552+00:00,True,18.531348615646756
HRV,IRL,2014Q3,4930345.0,3,2014-07|2014-08|2014-09,eurostat_comext_total_exports_2010_2019_2026_07_16,2026-07-16,2026-07-18T13:38:03.123552+00:00,True,15.410919726111974
HRV,ITA,2014Q3,342628340.0,3,2014-07|2014-08|2014-09,eurostat_comext_total_exports_2010_2019_2026_07_16,2026-07-16,2026-07-18T13:38:03.123552+00:00,True,19.65215686372538
HRV,LTU,2014Q3,4386235.0,3,2014-07|2014-08|2014-09,eurostat_comext_total_exports_2010_2019_2026_07_16,2026-07-16,2026-07-18T13:38:03.123552+00:00,True,15.293982014081935
HRV,LUX,2014Q3,5898898.0,3,2014-07|2014-08|2014-09,eurostat_comext_total_exports_2010_2019_2026_07_16,2026-07-16,2026-07-18T13:38:03.123552+00:00,True,15.590276281292612
HRV,LVA,2014Q3,4627913.0,3,2014-07|2014-08|2014-09,eurostat_comext_total_exports_2010_2019_2026_07_16,2026-07-16,2026-07-18T13:38:03.123552+00:00,True,15.347616784581993
HRV,MLT,2014Q3,26849049.0,3,2014-07|2014-08|2014-09,eurostat_comext_total_exports_2010_2019_2026_07_16,2026-07-16,2026-07-18T13:38:03.123552+00:00,True,17.105740996542732
HRV,NLD,2014Q3,34800929.0,3,2014-07|2014-08|2014-09,eurostat_comext_total_exports_2010_2019_2026_07_16,2026-07-16,2026-07-18T13:38:03.123552+00:00,True,17.365154668525552
HUN,AUT,2014Q3,1207780824.0,3,2014-07|2014-08|2014-09,eurostat_comext_total_exports_2010_2019_2026_07_16,2026-07-16,2026-07-18T13:38:03.123552+00:00,True,20.912050483739208
HUN,BEL,2014Q3,372301734.0,3,2014-07|2014-08|2014-09,eurostat_comext_total_exports_2010_2019_2026_07_16,2026-07-16,2026-07-18T13:38:03.123552+00:00,True,19.735215199052337
HUN,BGR,2014Q3,214381765.0,3,2014-07|2014-08|2014-09,eurostat_comext_total_exports_2010_2019_2026_07_16,2026-07-16,2026-07-18T13:38:03.123552+00:00,True,19.183268936902458
HUN,CYP,2014Q3,12778391.0,3,2014-07|2014-08|2014-09,eurostat_comext_total_exports_2010_2019_2026_07_16,2026-07-16,2026-07-18T13:38:03.123552+00:00,True,16.36326617740122
HUN,CZE,2014Q3,815184877.0,3,2014-07|2014-08|2014-09,eurostat_comext_total_exports_2010_2019_2026_07_16,2026-07-16,2026-07-18T13:38:03.123552+00:00,True,20.518925489651668
HUN,DEU,2014Q3,5818816096.0,3,2014-07|2014-08|2014-09,eurostat_comext_total_exports_2010_2019_2026_07_16,2026-07-16,2026-07-18T13:38:03.123552+00:00,True,22.484362658237703
HUN,DNK,2014Q3,172124199.0,3,2014-07|2014-08|2014-09,eurostat_comext_total_exports_2010_2019_2026_07_16,2026-07-16,2026-07-18T13:38:03.123552+00:00,True,18.963726867217254
HUN,EST,2014Q3,38585734.0,3,2014-07|2014-08|2014-09,eurostat_comext_total_exports_2010_2019_2026_07_16,2026-07-16,2026-07-18T13:38:03.123552+00:00,True,17.468393206545596
HUN,FIN,2014Q3,56519927.0,3,2014-07|2014-08|2014-09,eurostat_comext_total_exports_2010_2019_2026_07_16,2026-07-16,2026-07-18T13:38:03.123552+00:00,True,17.850103841894438
HUN,FRA,2014Q3,876899901.0,3,2014-07|2014-08|2014-09,eurostat_comext_total_exports_2010_2019_2026_07_16,2026-07-16,2026-07-18T13:38:03.123552+00:00,True,20.59190340699225
HUN,GRC,2014Q3,70062989.0,3,2014-07|2014-08|2014-09,eurostat_comext_total_exports_2010_2019_2026_07_16,2026-07-16,2026-07-18T13:38:03.123552+00:00,True,18.064905252527772
HUN,HRV,2014Q3,318112849.0,3,2014-07|2014-08|2014-09,eurostat_comext_total_exports_2010_2019_2026_07_16,2026-07-16,2026-07-18T13:38:03.123552+00:00,True,19.577916752005326
HUN,IRL,2014Q3,39121220.0,3,2014-07|2014-08|2014-09,eurostat_comext_total_exports_2010_2019_2026_07_16,2026-07-16,2026-07-18T13:38:03.123552+00:00,True,17.48217561430026
HUN,ITA,2014Q3,925088190.0,3,2014-07|2014-08|2014-09,eurostat_comext_total_exports_2010_2019_2026_07_16,2026-07-16,2026-07-18T13:38:03.123552+00:00,True,20.6453996325536
HUN,LTU,2014Q3,46025777.0,3,2014-07|2014-08|2014-09,eurostat_comext_total_exports_2010_2019_2026_07_16,2026-07-16,2026-07-18T13:38:03.123552+00:00,True,17.644712188797147
HUN,LUX,2014Q3,20280828.0,3,2014-07|2014-08|2014-09,eurostat_comext_total_exports_2010_2019_2026_07_16,2026-07-16,2026-07-18T13:38:03.123552+00:00,True,16.82518661356382
HUN,LVA,2014Q3,56261126.0,3,2014-07|2014-08|2014-09,eurostat_comext_total_exports_2010_2019_2026_07_16,2026-07-16,2026-07-18T13:38:03.123552+00:00,True,17.84551439281966
HUN,MLT,2014Q3,3998117.0,3,2014-07|2014-08|2014-09,eurostat_comext_total_exports_2010_2019_2026_07_16,2026-07-16,2026-07-18T13:38:03.123552+00:00,True,15.20133430836431
HUN,NLD,2014Q3,615912634.0,3,2014-07|2014-08|2014-09,eurostat_comext_total_exports_2010_2019_2026_07_16,2026-07-16,2026-07-18T13:38:03.123552+00:00,True,20.238615685140793
IRL,AUT,2014Q3,90229620.0,3,2014-07|2014-08|2014-09,eurostat_comext_total_exports_2010_2019_2026_07_16,2026-07-16,2026-07-18T13:38:03.123552+00:00,True,18.317868323585046
IRL,BEL,2014Q3,3077758984.0,3,2014-07|2014-08|2014-09,eurostat_comext_total_exports_2010_2019_2026_07_16,2026-07-16,2026-07-18T13:38:03.123552+00:00,True,21.847467566828165
IRL,BGR,2014Q3,20173177.0,3,2014-07|2014-08|2014-09,eurostat_comext_total_exports_2010_2019_2026_07_16,2026-07-16,2026-07-18T13:38:03.123552+00:00,True,16.81986445825277
IRL,CYP,2014Q3,5360949.0,3,2014-07|2014-08|2014-09,eurostat_comext_total_exports_2010_2019_2026_07_16,2026-07-16,2026-07-18T13:38:03.123552+00:00,True,15.494651756148013
